Entity,Code,Day,Delta
Angola,AGO,2020-12-21,0
Angola,AGO,2021-01-25,0
Angola,AGO,2021-02-08,0
Angola,AGO,2021-02-22,0
Angola,AGO,2021-03-08,0
Angola,AGO,2021-03-22,0
Angola,AGO,2021-04-05,0
Angola,AGO,2021-04-19,2.41
Angola,AGO,2021-05-03,2.94
Angola,AGO,2021-06-28,6.67
Argentina,ARG,2020-05-11,0
Argentina,ARG,2020-05-25,0
Argentina,ARG,2020-06-08,0
Argentina,ARG,2020-06-22,0
Argentina,ARG,2020-07-06,0
Argentina,ARG,2020-07-20,0
Argentina,ARG,2020-08-03,0
Argentina,ARG,2020-08-17,0
Argentina,ARG,2020-08-31,0
Argentina,ARG,2020-09-14,0
Argentina,ARG,2020-09-28,0
Argentina,ARG,2020-10-12,0
Argentina,ARG,2020-10-26,0
Argentina,ARG,2020-11-09,0
Argentina,ARG,2020-11-23,0
Argentina,ARG,2020-12-07,0
Argentina,ARG,2020-12-21,0
Argentina,ARG,2021-01-04,0
Argentina,ARG,2021-01-25,0
Argentina,ARG,2021-02-08,0
Argentina,ARG,2021-02-22,0
Argentina,ARG,2021-03-08,0
Argentina,ARG,2021-03-22,0
Argentina,ARG,2021-04-05,0
Argentina,ARG,2021-04-19,0
Argentina,ARG,2021-05-03,0.33
Argentina,ARG,2021-05-17,0
Argentina,ARG,2021-05-31,0
Argentina,ARG,2021-06-14,0.28
Argentina,ARG,2021-06-28,0.6
Argentina,ARG,2021-07-12,7.06
Argentina,ARG,2021-07-26,35.51
Argentina,ARG,2021-08-09,39.47
Aruba,ABW,2021-02-08,0
Aruba,ABW,2021-02-22,5.52
Aruba,ABW,2021-03-08,0
Aruba,ABW,2021-03-22,14.66
Aruba,ABW,2021-04-05,0
Aruba,ABW,2021-04-19,10.88
Aruba,ABW,2021-05-03,1.43
Aruba,ABW,2021-05-17,10.78
Aruba,ABW,2021-05-31,0
Aruba,ABW,2021-06-14,13.27
Aruba,ABW,2021-07-12,50
Aruba,ABW,2021-07-26,86.6
Aruba,ABW,2021-08-09,98.44
Aruba,ABW,2021-08-23,98.66
Aruba,ABW,2021-09-06,97.99
Australia,AUS,2020-05-11,0
Australia,AUS,2020-05-25,0
Australia,AUS,2020-06-08,0
Australia,AUS,2020-06-22,0
Australia,AUS,2020-07-06,0
Australia,AUS,2020-07-20,0
Australia,AUS,2020-08-03,0
Australia,AUS,2020-08-17,0
Australia,AUS,2020-08-31,0
Australia,AUS,2020-09-14,0
Australia,AUS,2020-09-28,0
Australia,AUS,2020-10-12,0
Australia,AUS,2020-10-26,0
Australia,AUS,2020-11-09,0
Australia,AUS,2020-11-23,0
Australia,AUS,2020-12-07,0
Australia,AUS,2020-12-21,0
Australia,AUS,2021-01-04,0
Australia,AUS,2021-01-11,0
Australia,AUS,2021-01-25,0
Australia,AUS,2021-02-08,10.2
Australia,AUS,2021-02-22,2
Australia,AUS,2021-03-08,0
Australia,AUS,2021-03-22,0.82
Australia,AUS,2021-04-05,2.52
Australia,AUS,2021-04-19,18.31
Australia,AUS,2021-05-03,41.67
Australia,AUS,2021-05-17,39.6
Australia,AUS,2021-05-31,16.87
Australia,AUS,2021-06-14,41.67
Australia,AUS,2021-06-28,85.29
Australia,AUS,2021-07-12,95.32
Australia,AUS,2021-07-26,99.66
Australia,AUS,2021-08-09,99.88
Australia,AUS,2021-08-23,99.89
Australia,AUS,2021-09-06,99.95
Australia,AUS,2021-09-20,100
Austria,AUT,2020-05-11,0
Austria,AUT,2020-05-25,0
Austria,AUT,2020-08-31,0
Austria,AUT,2020-09-14,0
Austria,AUT,2020-09-28,0
Austria,AUT,2020-10-12,0
Austria,AUT,2020-10-26,0
Austria,AUT,2020-11-09,0
Austria,AUT,2020-11-23,0
Austria,AUT,2020-12-07,0
Austria,AUT,2020-12-21,0
Austria,AUT,2021-01-04,0
Austria,AUT,2021-01-11,0
Austria,AUT,2021-01-25,0
Austria,AUT,2021-02-08,0
Austria,AUT,2021-02-22,0
Austria,AUT,2021-03-08,0
Austria,AUT,2021-03-22,0
Austria,AUT,2021-04-05,0
Austria,AUT,2021-04-19,0.57
Austria,AUT,2021-05-03,1.52
Austria,AUT,2021-05-17,0.48
Austria,AUT,2021-05-31,2.84
Austria,AUT,2021-06-14,42.93
Austria,AUT,2021-06-28,59.01
Austria,AUT,2021-07-12,88.29
Austria,AUT,2021-07-26,98.96
Austria,AUT,2021-08-09,98.83
Austria,AUT,2021-08-23,99.68
Austria,AUT,2021-09-06,100
Bahrain,BHR,2020-10-26,0
Bahrain,BHR,2020-11-23,0
Bahrain,BHR,2021-04-19,35.71
Bahrain,BHR,2021-05-17,49.12
Bahrain,BHR,2021-05-31,84.78
Bahrain,BHR,2021-06-28,97.62
Bahrain,BHR,2021-07-12,94.2
Bahrain,BHR,2021-07-26,97.17
Bahrain,BHR,2021-08-09,95.83
Bahrain,BHR,2021-09-06,100
Bangladesh,BGD,2020-05-11,0
Bangladesh,BGD,2020-05-25,0
Bangladesh,BGD,2020-06-08,0
Bangladesh,BGD,2020-06-22,0
Bangladesh,BGD,2020-07-06,0
Bangladesh,BGD,2020-07-20,0
Bangladesh,BGD,2020-08-03,0
Bangladesh,BGD,2020-11-23,0
Bangladesh,BGD,2020-12-07,0
Bangladesh,BGD,2021-01-04,0
Bangladesh,BGD,2021-01-25,0
Bangladesh,BGD,2021-02-08,0
Bangladesh,BGD,2021-02-22,0
Bangladesh,BGD,2021-03-22,0
Bangladesh,BGD,2021-04-05,0
Bangladesh,BGD,2021-04-19,0
Bangladesh,BGD,2021-05-03,17.86
Bangladesh,BGD,2021-05-17,41.07
Bangladesh,BGD,2021-05-31,40.82
Bangladesh,BGD,2021-06-14,64.71
Bangladesh,BGD,2021-06-28,92.79
Bangladesh,BGD,2021-07-12,97.92
Bangladesh,BGD,2021-07-26,99.42
Bangladesh,BGD,2021-08-09,100
Bangladesh,BGD,2021-08-23,100
Belgium,BEL,2020-05-11,0
Belgium,BEL,2020-05-25,0
Belgium,BEL,2020-06-22,0
Belgium,BEL,2020-07-06,0
Belgium,BEL,2020-07-20,0
Belgium,BEL,2020-08-03,0
Belgium,BEL,2020-08-17,0
Belgium,BEL,2020-08-31,0
Belgium,BEL,2020-09-14,0
Belgium,BEL,2020-09-28,0
Belgium,BEL,2020-10-12,0
Belgium,BEL,2020-10-26,0
Belgium,BEL,2020-11-09,0
Belgium,BEL,2020-11-23,0
Belgium,BEL,2020-12-07,0
Belgium,BEL,2020-12-21,0
Belgium,BEL,2021-01-04,0
Belgium,BEL,2021-01-11,0
Belgium,BEL,2021-01-25,0
Belgium,BEL,2021-02-08,0
Belgium,BEL,2021-02-22,0
Belgium,BEL,2021-03-08,0
Belgium,BEL,2021-03-22,0
Belgium,BEL,2021-04-05,0
Belgium,BEL,2021-04-19,0.31
Belgium,BEL,2021-05-03,2.84
Belgium,BEL,2021-05-17,2.91
Belgium,BEL,2021-05-31,5.94
Belgium,BEL,2021-06-14,12.84
Belgium,BEL,2021-06-28,37.34
Belgium,BEL,2021-07-12,75.98
Belgium,BEL,2021-07-26,91.51
Belgium,BEL,2021-08-09,98.21
Belgium,BEL,2021-08-23,99.47
Belgium,BEL,2021-09-06,99.54
Belgium,BEL,2021-09-20,100
Botswana,BWA,2021-01-25,0
Botswana,BWA,2021-03-22,0
Botswana,BWA,2021-05-31,4.17
Botswana,BWA,2021-06-14,11.88
Botswana,BWA,2021-06-28,67.86
Botswana,BWA,2021-07-12,83.02
Botswana,BWA,2021-07-26,100
Botswana,BWA,2021-08-09,94.12
Botswana,BWA,2021-08-23,98.78
Botswana,BWA,2021-09-06,99.47
Brazil,BRA,2020-05-11,0
Brazil,BRA,2020-05-25,0
Brazil,BRA,2020-06-08,0
Brazil,BRA,2020-06-22,0
Brazil,BRA,2020-07-06,0
Brazil,BRA,2020-07-20,0
Brazil,BRA,2020-08-03,0
Brazil,BRA,2020-08-17,0
Brazil,BRA,2020-08-31,0
Brazil,BRA,2020-09-14,0
Brazil,BRA,2020-09-28,0
Brazil,BRA,2020-10-12,0
Brazil,BRA,2020-10-26,0
Brazil,BRA,2020-11-09,0
Brazil,BRA,2020-11-23,0
Brazil,BRA,2020-12-07,0
Brazil,BRA,2020-12-21,0
Brazil,BRA,2021-01-04,0
Brazil,BRA,2021-01-11,0
Brazil,BRA,2021-01-25,0
Brazil,BRA,2021-02-08,0
Brazil,BRA,2021-02-22,0
Brazil,BRA,2021-03-08,0
Brazil,BRA,2021-03-22,0
Brazil,BRA,2021-04-05,0
Brazil,BRA,2021-04-19,0
Brazil,BRA,2021-05-03,0.26
Brazil,BRA,2021-05-17,0.31
Brazil,BRA,2021-05-31,0.13
Brazil,BRA,2021-06-14,0.22
Brazil,BRA,2021-06-28,2.1
Brazil,BRA,2021-07-12,10.65
Brazil,BRA,2021-07-26,24.92
Brazil,BRA,2021-08-09,49.08
Brazil,BRA,2021-08-23,73.09
Brazil,BRA,2021-09-06,89.44
Brazil,BRA,2021-09-20,93.43
Bulgaria,BGR,2020-12-21,0
Bulgaria,BGR,2021-01-04,0
Bulgaria,BGR,2021-01-11,0
Bulgaria,BGR,2021-01-25,0
Bulgaria,BGR,2021-02-08,0
Bulgaria,BGR,2021-02-22,0
Bulgaria,BGR,2021-03-08,0
Bulgaria,BGR,2021-03-22,0
Bulgaria,BGR,2021-04-05,0
Bulgaria,BGR,2021-04-19,0.27
Bulgaria,BGR,2021-05-03,0
Bulgaria,BGR,2021-05-17,0
Bulgaria,BGR,2021-05-31,0
Bulgaria,BGR,2021-06-14,6.8
Bulgaria,BGR,2021-06-28,40.8
Bulgaria,BGR,2021-07-12,61.36
Bulgaria,BGR,2021-07-26,95.4
Bulgaria,BGR,2021-08-09,97.87
Cambodia,KHM,2021-04-19,0
Cambodia,KHM,2021-05-03,0
Cambodia,KHM,2021-05-17,0
Cambodia,KHM,2021-05-31,4.55
Cambodia,KHM,2021-06-14,16.9
Cambodia,KHM,2021-06-28,31.4
Cambodia,KHM,2021-07-12,39.51
Cambodia,KHM,2021-07-26,42.15
Cambodia,KHM,2021-08-09,50.57
Cambodia,KHM,2021-08-23,33.02
Cambodia,KHM,2021-09-06,41.67
Cambodia,KHM,2021-09-20,40.62
Canada,CAN,2020-05-11,0
Canada,CAN,2020-05-25,0
Canada,CAN,2020-06-08,0
Canada,CAN,2020-06-22,0
Canada,CAN,2020-07-06,0
Canada,CAN,2020-07-20,0
Canada,CAN,2020-08-03,0
Canada,CAN,2020-08-17,0
Canada,CAN,2020-08-31,0
Canada,CAN,2020-09-14,0
Canada,CAN,2020-09-28,0
Canada,CAN,2020-10-12,0
Canada,CAN,2020-10-26,0
Canada,CAN,2020-11-09,0
Canada,CAN,2020-11-23,0
Canada,CAN,2020-12-07,0
Canada,CAN,2020-12-21,0
Canada,CAN,2021-01-04,0
Canada,CAN,2021-01-11,0
Canada,CAN,2021-01-25,0
Canada,CAN,2021-02-08,0.04
Canada,CAN,2021-02-22,0
Canada,CAN,2021-03-08,0
Canada,CAN,2021-03-22,0.02
Canada,CAN,2021-04-05,0.03
Canada,CAN,2021-04-19,0.68
Canada,CAN,2021-05-03,1.93
Canada,CAN,2021-05-17,5.48
Canada,CAN,2021-05-31,10.66
Canada,CAN,2021-06-14,14.87
Canada,CAN,2021-06-28,24.38
Canada,CAN,2021-07-12,46.31
Canada,CAN,2021-07-26,80.89
Canada,CAN,2021-08-09,92.96
Canada,CAN,2021-08-23,97.91
Canada,CAN,2021-09-06,99.64
Chile,CHL,2020-05-11,0
Chile,CHL,2020-05-25,0
Chile,CHL,2020-06-08,0
Chile,CHL,2020-07-06,0
Chile,CHL,2020-07-20,0
Chile,CHL,2020-08-03,0
Chile,CHL,2020-08-31,0
Chile,CHL,2020-09-14,0
Chile,CHL,2020-09-28,0
Chile,CHL,2020-10-12,0
Chile,CHL,2020-10-26,0
Chile,CHL,2021-01-04,0
Chile,CHL,2021-01-11,0
Chile,CHL,2021-01-25,0
Chile,CHL,2021-02-08,0
Chile,CHL,2021-02-22,0
Chile,CHL,2021-03-08,0
Chile,CHL,2021-03-22,0
Chile,CHL,2021-04-05,0
Chile,CHL,2021-04-19,0
Chile,CHL,2021-05-03,0
Chile,CHL,2021-05-17,0
Chile,CHL,2021-05-31,0
Chile,CHL,2021-06-14,0.16
Chile,CHL,2021-06-28,0.28
Chile,CHL,2021-07-12,2.1
Chile,CHL,2021-07-26,6.28
Chile,CHL,2021-08-09,9.54
Chile,CHL,2021-08-23,16.7
Chile,CHL,2021-09-06,20.13
Chile,CHL,2021-09-20,60
China,CHN,2021-07-12,100
Colombia,COL,2020-05-11,0
Colombia,COL,2021-01-04,0
Colombia,COL,2021-01-11,0
Colombia,COL,2021-01-25,0
Colombia,COL,2021-02-08,0
Colombia,COL,2021-03-08,0
Colombia,COL,2021-03-22,0
Colombia,COL,2021-04-05,0
Colombia,COL,2021-04-19,0
Colombia,COL,2021-05-03,0
Colombia,COL,2021-05-17,0
Colombia,COL,2021-05-31,0
Colombia,COL,2021-06-14,0
Colombia,COL,2021-06-28,0
Colombia,COL,2021-07-12,2.4
Colombia,COL,2021-07-26,7.32
Colombia,COL,2021-08-09,15.38
Colombia,COL,2021-08-23,27.27
Costa Rica,CRI,2021-01-04,0
Costa Rica,CRI,2021-03-08,0
Costa Rica,CRI,2021-03-22,0
Costa Rica,CRI,2021-04-05,0
Costa Rica,CRI,2021-04-19,0
Costa Rica,CRI,2021-05-03,0
Costa Rica,CRI,2021-05-17,0
Costa Rica,CRI,2021-05-31,0
Costa Rica,CRI,2021-06-14,3.03
Costa Rica,CRI,2021-06-28,11.76
Costa Rica,CRI,2021-07-12,26.15
Costa Rica,CRI,2021-07-26,53.49
Costa Rica,CRI,2021-08-09,55.65
Costa Rica,CRI,2021-08-23,70.19
Croatia,HRV,2021-01-25,0
Croatia,HRV,2021-02-08,0
Croatia,HRV,2021-02-22,0
Croatia,HRV,2021-03-08,0
Croatia,HRV,2021-03-22,0
Croatia,HRV,2021-04-05,0
Croatia,HRV,2021-04-19,0
Croatia,HRV,2021-05-03,0.38
Croatia,HRV,2021-05-17,0
Croatia,HRV,2021-05-31,2.7
Croatia,HRV,2021-06-14,22.83
Croatia,HRV,2021-06-28,58.39
Croatia,HRV,2021-07-12,87.19
Croatia,HRV,2021-07-26,94.97
Croatia,HRV,2021-08-09,98.52
Croatia,HRV,2021-08-23,99.18
Curacao,CUW,2021-02-22,0
Curacao,CUW,2021-03-08,0
Curacao,CUW,2021-03-22,0
Curacao,CUW,2021-04-05,0
Curacao,CUW,2021-04-19,0
Curacao,CUW,2021-05-03,0
Curacao,CUW,2021-07-12,84.21
Curacao,CUW,2021-07-26,95.52
Curacao,CUW,2021-08-09,98.39
Curacao,CUW,2021-08-23,100
Czechia,CZE,2020-10-12,0
Czechia,CZE,2020-10-26,0
Czechia,CZE,2020-11-09,0
Czechia,CZE,2021-01-11,0
Czechia,CZE,2021-01-25,0
Czechia,CZE,2021-02-08,0
Czechia,CZE,2021-02-22,0.32
Czechia,CZE,2021-03-08,0.2
Czechia,CZE,2021-03-22,0
Czechia,CZE,2021-04-05,0
Czechia,CZE,2021-04-19,0
Czechia,CZE,2021-05-03,1.86
Czechia,CZE,2021-05-17,3.99
Czechia,CZE,2021-05-31,13.14
Czechia,CZE,2021-06-14,12.14
Czechia,CZE,2021-06-28,40.09
Czechia,CZE,2021-07-12,86.35
Czechia,CZE,2021-07-26,97.81
Czechia,CZE,2021-08-09,98.73
Czechia,CZE,2021-08-23,99.43
Czechia,CZE,2021-09-06,99.67
Czechia,CZE,2021-09-20,100
Denmark,DNK,2020-05-11,0
Denmark,DNK,2020-05-25,0
Denmark,DNK,2020-06-08,0
Denmark,DNK,2020-06-22,0
Denmark,DNK,2020-07-06,0
Denmark,DNK,2020-07-20,0
Denmark,DNK,2020-08-03,0
Denmark,DNK,2020-08-17,0
Denmark,DNK,2020-08-31,0
Denmark,DNK,2020-09-14,0
Denmark,DNK,2020-09-28,0
Denmark,DNK,2020-10-12,0
Denmark,DNK,2020-10-26,0
Denmark,DNK,2020-11-09,0
Denmark,DNK,2020-11-23,0
Denmark,DNK,2020-12-07,0.06
Denmark,DNK,2020-12-21,0
Denmark,DNK,2021-01-04,0
Denmark,DNK,2021-01-11,0
Denmark,DNK,2021-01-25,0
Denmark,DNK,2021-02-08,0
Denmark,DNK,2021-02-22,0
Denmark,DNK,2021-03-08,0
Denmark,DNK,2021-03-22,0
Denmark,DNK,2021-04-05,0.04
Denmark,DNK,2021-04-19,0.08
Denmark,DNK,2021-05-03,0.39
Denmark,DNK,2021-05-17,0.43
Denmark,DNK,2021-05-31,0.29
Denmark,DNK,2021-06-14,1.67
Denmark,DNK,2021-06-28,20.76
Denmark,DNK,2021-07-12,79.83
Denmark,DNK,2021-07-26,95.76
Denmark,DNK,2021-08-09,99.1
Denmark,DNK,2021-08-23,99.72
Denmark,DNK,2021-09-06,99.95
Denmark,DNK,2021-09-20,99.93
Djibouti,DJI,2021-02-22,0
Djibouti,DJI,2021-03-08,0
Djibouti,DJI,2021-04-05,0
Djibouti,DJI,2021-04-19,0
Ecuador,ECU,2021-04-19,0
Ecuador,ECU,2021-05-03,0
Ecuador,ECU,2021-05-17,0
Ecuador,ECU,2021-05-31,0
Ecuador,ECU,2021-06-14,0
Ecuador,ECU,2021-06-28,4.14
Ecuador,ECU,2021-07-12,4.76
Ecuador,ECU,2021-07-26,20.25
Ecuador,ECU,2021-08-09,19
Ecuador,ECU,2021-08-23,37.5
Estonia,EST,2020-09-28,0
Estonia,EST,2020-10-12,0
Estonia,EST,2020-11-09,0
Estonia,EST,2021-01-04,0
Estonia,EST,2021-02-08,0
Estonia,EST,2021-02-22,0
Estonia,EST,2021-03-08,0
Estonia,EST,2021-03-22,0
Estonia,EST,2021-04-05,0
Estonia,EST,2021-04-19,0
Estonia,EST,2021-05-03,0
Estonia,EST,2021-05-17,0
Estonia,EST,2021-06-14,1.46
Estonia,EST,2021-06-28,4.44
Estonia,EST,2021-07-12,91.3
Estonia,EST,2021-07-26,96.83
Estonia,EST,2021-08-09,99.44
Estonia,EST,2021-08-23,100
Estonia,EST,2021-09-06,100
Eswatini,SWZ,2021-07-12,89.19
Finland,FIN,2020-05-11,0
Finland,FIN,2020-05-25,0
Finland,FIN,2020-06-08,0
Finland,FIN,2020-09-28,0
Finland,FIN,2020-10-12,0
Finland,FIN,2020-10-26,0
Finland,FIN,2020-11-09,0
Finland,FIN,2020-11-23,0
Finland,FIN,2020-12-07,0
Finland,FIN,2020-12-21,0
Finland,FIN,2021-01-04,0
Finland,FIN,2021-01-11,0
Finland,FIN,2021-01-25,0
Finland,FIN,2021-02-08,0
Finland,FIN,2021-02-22,0
Finland,FIN,2021-03-08,0
Finland,FIN,2021-03-22,0
Finland,FIN,2021-04-05,0
Finland,FIN,2021-04-19,0.29
Finland,FIN,2021-05-03,3.88
Finland,FIN,2021-05-17,12.33
Finland,FIN,2021-05-31,23.85
Finland,FIN,2021-06-14,33.68
Finland,FIN,2021-06-28,87.13
Finland,FIN,2021-07-12,96.1
Finland,FIN,2021-07-26,98.92
Finland,FIN,2021-08-09,98.66
Finland,FIN,2021-08-23,99.6
Finland,FIN,2021-09-06,100
France,FRA,2020-05-11,0
France,FRA,2020-05-25,0
France,FRA,2020-06-08,0
France,FRA,2020-06-22,0
France,FRA,2020-07-20,0
France,FRA,2020-08-03,0
France,FRA,2020-08-17,0
France,FRA,2020-08-31,0
France,FRA,2020-09-14,0
France,FRA,2020-09-28,0
France,FRA,2020-10-12,0
France,FRA,2020-10-26,0
France,FRA,2020-11-09,0
France,FRA,2020-11-23,0
France,FRA,2020-12-07,0
France,FRA,2020-12-21,0
France,FRA,2021-01-04,0
France,FRA,2021-01-11,0
France,FRA,2021-01-25,0.05
France,FRA,2021-02-08,0
France,FRA,2021-02-22,0
France,FRA,2021-03-08,0.02
France,FRA,2021-03-22,0
France,FRA,2021-04-05,0
France,FRA,2021-04-19,0.06
France,FRA,2021-05-03,1.09
France,FRA,2021-05-17,1.43
France,FRA,2021-05-31,3.2
France,FRA,2021-06-14,12.3
France,FRA,2021-06-28,41.39
France,FRA,2021-07-12,68.87
France,FRA,2021-07-26,92.08
France,FRA,2021-08-09,95.88
France,FRA,2021-08-23,98.3
France,FRA,2021-09-06,99.29
France,FRA,2021-09-20,100
Gambia,GMB,2020-08-03,0
Gambia,GMB,2020-08-17,0
Gambia,GMB,2020-08-31,0
Gambia,GMB,2021-03-22,0
Gambia,GMB,2021-07-12,98.55
Germany,DEU,2020-05-11,0
Germany,DEU,2020-05-25,0
Germany,DEU,2020-06-08,0
Germany,DEU,2020-06-22,0
Germany,DEU,2020-07-06,0
Germany,DEU,2020-07-20,0
Germany,DEU,2020-08-03,0
Germany,DEU,2020-08-17,0
Germany,DEU,2020-08-31,0
Germany,DEU,2020-09-14,0
Germany,DEU,2020-09-28,0
Germany,DEU,2020-10-12,0
Germany,DEU,2020-10-26,0
Germany,DEU,2020-11-09,0
Germany,DEU,2020-11-23,0
Germany,DEU,2020-12-07,0
Germany,DEU,2020-12-21,0
Germany,DEU,2021-01-04,0
Germany,DEU,2021-01-11,0
Germany,DEU,2021-01-25,0
Germany,DEU,2021-02-08,0.02
Germany,DEU,2021-02-22,0
Germany,DEU,2021-03-08,0
Germany,DEU,2021-03-22,0.01
Germany,DEU,2021-04-05,0.02
Germany,DEU,2021-04-19,0.15
Germany,DEU,2021-05-03,0.7
Germany,DEU,2021-05-17,1.95
Germany,DEU,2021-05-31,3.97
Germany,DEU,2021-06-14,13.97
Germany,DEU,2021-06-28,49.46
Germany,DEU,2021-07-12,79.55
Germany,DEU,2021-07-26,95.32
Germany,DEU,2021-08-09,98.25
Germany,DEU,2021-08-23,99.46
Germany,DEU,2021-09-06,99.76
Germany,DEU,2021-09-20,99.93
Ghana,GHA,2020-08-03,0
Ghana,GHA,2020-12-07,0
Ghana,GHA,2021-01-11,0.89
Ghana,GHA,2021-01-25,0
Ghana,GHA,2021-02-08,12.64
Ghana,GHA,2021-02-22,0
Ghana,GHA,2021-03-08,0
Ghana,GHA,2021-03-22,0
Ghana,GHA,2021-04-05,0
Ghana,GHA,2021-04-19,0
Ghana,GHA,2021-05-03,4.55
Ghana,GHA,2021-05-17,0
Ghana,GHA,2021-05-31,10.42
Ghana,GHA,2021-07-12,81.37
Ghana,GHA,2021-07-26,94.59
Ghana,GHA,2021-08-09,92.94
Ghana,GHA,2021-08-23,97.87
Greece,GRC,2020-09-28,0
Greece,GRC,2020-10-12,0
Greece,GRC,2020-11-09,0
